data center,"A dedicated space used to housecomputer systemsand associated components, such as telecommunications anddata storage systems. It generally includesredundantor backup components and infrastructure forpower supply, data communications connections, environmental controls (e.g. air conditioning and fire suppression) and various security devices.[82]"
database,"An organized collection ofdata, generally stored and accessed electronically from a computer system. Where databases are more complex, they are often developed using formal design and modeling techniques."
data mining,"Is a process of discovering patterns in largedata setsinvolving methods at the intersection ofmachine learning,statistics, anddatabase systems.[83]Data mining is aninterdisciplinarysubfield ofcomputer scienceandstatisticswith an overall goal to extract information (with intelligent methods) from a data set and transform the information into a comprehensible structure for further use.[83][84][85][86]Data mining is the analysis step of the ""knowledge discovery in databases"" process, or KDD.[87]Aside from the raw analysis step, it also involves database anddata managementaspects,data pre-processing,modelandinferenceconsiderations, interestingness metrics,complexityconsiderations, post-processing of discovered structures,visualization, andonline updating.[83]"
data science,"An interdisciplinary field that uses scientific methods, processes, algorithms, and systems to extract knowledge and insights fromdatain various forms, both structured and unstructured,[88][89]similar todata mining. Data science is a ""concept to unify statistics, data analysis, machine learning and their related methods"" in order to ""understand and analyze actual phenomena"" with data.[90]It employs techniques and theories drawn from many fields within the context of mathematics, statistics,information science, andcomputer science."
data structure,"A data organization, management, and storage format that enablesefficientaccess and modification.[91][92][93]More precisely, a data structure is a collection of data values, the relationships among them, and the functions or operations that can be applied to the data.[94]"
data type,"An attribute ofdatawhich tells thecompilerorinterpreterhow the programmer intends to use the data. Mostprogramming languagessupport common data types ofreal,integer, andBoolean. A data type constrains the values that anexpression, such as avariableor afunction, might take. This data type defines the operations that can be done on the data, the meaning of the data, and the way values of that type can be stored. A type of value from which an expression may take its value.[95][96]"
debugging,"The process of finding and resolving defects or problems within acomputer programthat prevent correct operation ofcomputer softwareor the system as a whole. Debugging tactics can involve interactive debugging,control flowanalysis,unit testing,integration testing,log file analysis, monitoring at theapplicationorsystemlevel,memory dumps, andprofiling."
declaration,"Incomputer programming, alanguage constructthat specifies properties of anidentifier: it declares what a word (identifier) ""means"".[97]Declarations are most commonly used forfunctions,variables,constants, andclasses, but can also be used for other entities such as enumerations and type definitions.[97]Beyond the name (the identifier itself) and the kind of entity (function, variable, etc.), declarations typically specify thedata type(for variables and constants), or thetype signature(for functions); types may also include dimensions, such as for arrays. A declaration is used to announce the existence of the entity to thecompiler; this is important in thosestrongly typedlanguages that require functions, variables, and constants, and their types, to be specified with a declaration before use, and is used inforward declaration.[98]The term ""declaration"" is frequently contrasted with the term ""definition"",[97]but meaning and usage varies significantly between languages."
digital data,"Ininformation theoryandinformation systems, the discrete, discontinuousrepresentationof information or works. Numbers and letters are commonly used representations."
digital signal processing(DSP),"The use ofdigital processing, such as by computers or more specializeddigital signal processors, to perform a wide variety ofsignal processingoperations.  The signals processed in this manner are a sequence of numbers that representsamplesof acontinuous variablein a domain such as time, space, or frequency."
discrete event simulation(DES),"A model of the operation of a system as adiscretesequence of events in time. Each event occurs at a particular instant in time and marks a change ofstatein the system.[99]Between consecutive events, no change in the system is assumed to occur; thus thesimulationcan directly jump in time from one event to the next."
disk storage,"(Also sometimes called drive storage) is a general category of storage mechanisms where data is recorded by various electronic, magnetic, optical, or mechanical changes to a surface layer of one or more rotating disks. A disk drive is a device implementing such a storage mechanism. Notable types are thehard disk drive(HDD) containing a non-removable disk, thefloppy disk drive(FDD) and its removablefloppy disk, and variousoptical disc drives(ODD) and associatedoptical discmedia."
distributed computing,"A field ofcomputer sciencethat studies distributed systems. Adistributed systemis a system whose components are located on differentnetworked computers, which communicate and coordinate their actions bypassing messagesto one another.[100]The components interact with one another in order to achieve a common goal. Three significant characteristics of distributed systems are: concurrency of components,lack of a global clock, and independent failure of components.[100]Examples of distributed systems vary fromSOA-based systemstomassively multiplayer online gamestopeer-to-peer applications."
divide and conquer algorithm,"Analgorithm design paradigmbased on multi-branchedrecursion. A divide-and-conqueralgorithmworks by recursively breaking down a problem into two or more sub-problems of the same or related type, until these become simple enough to be solved directly. The solutions to the sub-problems are then combined to give a solution to the original problem."
DNS,SeeDomain Name System.
documentation,"Written text or illustration that accompaniescomputer softwareor is embedded in thesource code. It either explains how it operates or how to use it, and may mean different things to people in different roles."
domain,"Is the targeted subject area of acomputer program. It is a term used insoftware engineering. Formally it represents the target subject of a specific programming project, whether narrowly or broadly defined.[101]"
Domain Name System(DNS),"A hierarchical and decentralized naming system for computers, services, or other resources connected to theInternetor to a private network. It associates various information withdomain namesassigned to each of the participating entities. Most prominently, it translates more readily memorized domain names to the numericalIP addressesneeded for locating and identifying computer services and devices with the underlyingnetwork protocols. By providing a worldwide,distributeddirectory service, the Domain Name System has been an essential component of the functionality of the Internet since 1985."
double-precision floating-point format,Acomputer number format. It represents a wide dynamic range of numerical values by using a floatingradixpoint.
download,"Incomputer networks, to receive data from a remote system, typically aserver[102]such as aweb server, anFTPserver, anemailserver, or other similar systems. This contrasts withuploading, where data is senttoa remote server. Adownloadis afileoffered for downloading or that has been downloaded, or the process of receiving such a file."
edge device,"A device which provides an entry point into enterprise or service provider core networks. Examples includerouters, routingswitches,integrated access devices(IADs), multiplexers, and a variety ofmetropolitan area network(MAN) andwide area network(WAN) access devices.  Edge devices also provide connections into carrier and service provider networks. An edge device that connects alocal area networkto a high speed switch or backbone (such as an ATM switch) may be called an edge concentrator."
emulator,Hardware or software that enables one computer system (called the host) to behave like another computer system.
encryption,"Incryptography, encryption is the process ofencodinginformation. This process converts the original representation of the information, known asplaintext, into an alternative form known asciphertext. Ideally, only authorized parties can decipher a ciphertext back to plaintext and access the original information. Encryption does not itself prevent interference but denies the intelligible content to a would-be interceptor. For technical reasons, an encryption scheme usually uses apseudo-randomencryptionkeygenerated by analgorithm. It is possible to decrypt the message without possessing the key, but, for a well-designed encryption scheme, considerable computational resources and skills are required. An authorized recipient can easily decrypt the message with the key provided by the originator to recipients but not to unauthorized users. Historically, various forms of encryption have been used to aid in cryptography. Early encryption techniques were often utilized in military messaging. Since then, new techniques have emerged and become commonplace in all areas of modern computing.[103]Modern encryption schemes utilize the concepts ofpublic-keyandsymmetric-key.[103]Modern encryption techniques ensure security because modern computers are inefficient at cracking the encryption."
event,"An action or occurrence recognized by software, often originatingasynchronouslyfrom the external environment, that may behandledby the software. Because an event is an entity which encapsulates the action and the contextual variables triggering the action, the acrostic mnemonic ""ExecutionVariableEncapsulatingNamedTrigger"" is often used to clarify the concept."
event-driven programming,"Aprogramming paradigmin which theflow of the programis determined byeventssuch as user actions (mouseclicks, key presses),sensoroutputs, ormessagesfrom other programs orthreads. Event-driven programming is the dominant paradigm used ingraphical user interfacesand other applications (e.g. JavaScriptweb applications) that are centered on performing certain actions in response touser input. This is also true of programming fordevice drivers(e.g.Pin USB device driver stacks[104])."
evolutionary computing,"A family ofalgorithmsforglobal optimizationinspired bybiological evolution, and the subfield ofartificial intelligenceandsoft computingstudying these algorithms. In technical terms, they are a family of population-based trial-and-error problem-solvers with ametaheuristicorstochastic optimizationcharacter."
executable,"Causes a computer ""to perform indicated tasks according to encodedinstructions,""[105]as opposed to adata filethat must beparsedby a program to be meaningful. The exact interpretation depends upon the use - while ""instructions"" is traditionally taken to meanmachine codeinstructions for a physicalCPU, in some contexts a file containingbytecodeorscripting languageinstructions may also be considered executable."
execution,"Incomputerand software engineering is the process by which acomputerorvirtual machineexecutes the instructions of acomputer program. Each instruction of a program is a description of a particular 
action which to be carried out in order for a specific problem to be solved; as instructions of a program and therefore the actions they describe are being carried out by an executing machine, specific effects are produced in accordance to thesemanticsof the instructions being executed."
exception handling,"The process of responding to the occurrence, duringcomputation, ofexceptions– anomalous or exceptional conditions requiring special processing – often disrupting the normal flow ofprogramexecution. It is provided by specializedprogramming languageconstructs,computer hardwaremechanisms likeinterrupts, oroperating systemIPCfacilities likesignals."
Existence detection,An existence check before reading a file can catch and/or prevent a fatal error.
expression,"In aprogramming language, a combination of one or moreconstants,variables,operators, andfunctionsthat the programming language interprets (according to its particularrules of precedenceand of association) and computes to produce (""to return"", in astatefulenvironment) another value. This process, as formathematical expressions, is called evaluation."
fault-tolerant computer system,"A system designed around the concept offault tolerance. In essence, they must be able to continue working to a level of satisfaction in the presence of errors or breakdowns."
feasibility study,"An investigation which aims to objectively and rationally uncover the strengths and weaknesses of an existing business or proposed venture, opportunities and threats present in thenatural environment, the resources required to carry through, and ultimately the prospects for success.[106][107]In its simplest terms, the two criteria to judge feasibility are cost required and value to be attained.[108]"
field,"Data that has several parts, known as arecord,can be divided into fields.Relational databasesarrange data as sets ofdatabase records, so calledrows. Each record consists of several fields; the fields of all records form thecolumns.
Examples of fields: name, gender, hair colour."
filename extension,An identifier specified as asuffixto thenameof acomputer file. The extension indicates a characteristic of the file contents or its intended use.
filter (software),"Acomputer programorsubroutineto process astream, producing another stream. While a single filter can be used individually, they are frequently strung together to form apipeline."
floating point arithmetic,"Incomputing, floating-point arithmetic (FP) is arithmetic using formulaic representation ofreal numbersas an approximation to support atrade-offbetween range and precision. For this reason, floating-point computation is often found in systems which include very small and very large real numbers, which require fast processing times. A number is, in general, represented approximately to a fixed number ofsignificant digits(thesignificand) and scaled using anexponentin some fixed base; the base for the scaling is normally two, ten, or sixteen. A number that can be represented exactly is of the following form:significand×baseexponent,{\displaystyle {\text{significand}}\times {\text{base}}^{\text{exponent}},}where significand is aninteger, base is an integer greater than or equal to two, and exponent is also an integer.
For example:1.2345=12345⏟significand×10⏟base−4⏞exponent.{\displaystyle 1.2345=\underbrace {12345} _{\text{significand}}\times \underbrace {10} _{\text{base}}\!\!\!\!\!\!^{\overbrace {-4} ^{\text{exponent}}}.}"
for loop,"significand×baseexponent,{\displaystyle {\text{significand}}\times {\text{base}}^{\text{exponent}},}"
formal methods,1.2345=12345⏟significand×10⏟base−4⏞exponent.{\displaystyle 1.2345=\underbrace {12345} _{\text{significand}}\times \underbrace {10} _{\text{base}}\!\!\!\!\!\!^{\overbrace {-4} ^{\text{exponent}}}.}
formal verification,"Acontrol flowstatementfor specifyingiteration, which allows code to beexecutedrepeatedly. Various keywords are used to specify this statement: descendants ofALGOLuse ""for"", while descendants ofFortranuse ""do"". There are also other possibilities, e.g.COBOLuses ""PERFORM VARYING""."
functional programming,"A set of mathematically based techniques for thespecification, development, andverificationofsoftwareandhardwaresystems.[109]The use of formal methods for software and hardware design is motivated by the expectation that, as in other engineering disciplines, performing appropriate mathematical analysis can contribute to the reliability and robustness of a design.[110]"
game theory,"The act ofprovingor disproving thecorrectnessof intendedalgorithmsunderlying a system with respect to a certainformal specificationor property, usingformal methodsof mathematics.[111]"
"garbage in, garbage out(GIGO)",Aprogramming paradigm—a style of building the structure and elements ofcomputer programs–that treatscomputationas the evaluation ofmathematical functionsand avoids changing-stateandmutabledata. It is adeclarative programmingparadigm in that programming is done withexpressionsordeclarations[112]instead ofstatements.
Graphics Interchange Format,"The study ofmathematical modelsof strategic interaction between rational decision-makers.[113]It has applications in all fields ofsocial science, as well as inlogicandcomputer science. Originally, it addressedzero-sum games, in which each participant's gains or losses are exactly balanced by those of the other participants. Today, game theory applies to a wide range of behavioral relations, and is now anumbrella termfor thescienceof logical decision making in humans, animals, and computers."
gigabyte,"A term used to describe the concept that flawed or nonsenseinputdata produces nonsenseoutputor ""garbage"". It can also refer to the unforgiving nature ofprogramming, in which a poorly written program might produce nonsensical behavior."
global variable,
graph theory,"A multiple of the unitbytefor digital information. Theprefixgigameans 109in theInternational System of Units(SI). Therefore, one gigabyte is1000000000bytes.  The unit symbol for the gigabyte is GB."
handle,"Incomputer programming, a variable with globalscope, meaning that it is visible (hence accessible) throughout the program, unlessshadowed. The set of all global variables is known as theglobal environmentorglobal state. In compiled languages, global variables are generallystatic variables, whoseextent(lifetime) is the entire runtime of the program, though in interpreted languages (includingcommand-line interpreters), global variables are generally dynamically allocated when declared, since they are not known ahead of time."
hard problem,"In mathematics, the study ofgraphs, which are mathematical structures used to model pairwise relations between objects. A graph in this context is made up ofvertices(also callednodesorpoints) which are connected byedges(also calledlinksorlines). A distinction is made between undirected graphs, where edges link two vertices symmetrically, and directed graphs, where edges link two vertices asymmetrically."
hash function,"Incomputer programming, a handle is an abstractreferenceto aresourcethat is used whenapplication softwarereferences blocks ofmemoryor objects that are managed by another system like adatabaseor anoperating system."
hash table,"Computational complexity theory focuses on classifying computational problems according to their inherent difficulty, and relating these classes to each other. A computational problem is a task solved by a computer. A computation problem is solvable by mechanical application of mathematical steps, such as an algorithm."
heap,"Anyfunctionthat can be used to mapdataof arbitrary size to data of a fixed size. The values returned by a hash function are calledhash values,hash codes,digests, or simplyhashes. Hash functions are often used in combination with ahash table, a commondata structureused in computer software for rapid data lookup. Hash functions accelerate table or database lookup by detecting duplicated records in a large file."
heapsort,"Incomputing, ahash table(hash map) is adata structurethat implements anassociative arrayabstract data type, a structure that can mapkeystovalues. A hash table uses ahash functionto compute anindexinto an array ofbucketsorslots, from which the desired value can be found."
human-computer interaction(HCI),"A specializedtree-baseddata structurewhich is essentially an almost complete[114]tree that satisfies theheap property:if P is a parentnodeof C, then thekey(thevalue) of P is either greater than or equal to (in amax heap) or less than or equal to (in amin heap) the key of C.[115]The node at the ""top"" of the heap (with no parents) is called therootnode."
identifier,"Acomparison-basedsorting algorithm. Heapsort can be thought of as an improvedselection sort: like that algorithm, it divides its input into a sorted and an unsorted region, and it iteratively shrinks the unsorted region by extracting the largest element and moving that to the sorted region. The improvement consists of the use of aheapdata structure rather than a linear-time search to find the maximum.[116]"
IDE,"Researches the design and use of computer technology, focused on the interfaces between people (users) and computers. Researchers in the field of HCI both observe the ways in which humans interact with computers and design technologies that let humans interact with computers in novel ways. As a field of research, human–computer interaction is situated at the intersection ofcomputer science,behavioral sciences,design,media studies, andseveral other fields of study."
image processing,"Incomputer languages, identifiers aretokens(also calledsymbols) which name language entities. Some of the kinds of entities an identifier might denote includevariables,types,labels,subroutines,  andpackages."
imperative programming,Integrated development environment.
incremental build model,
information space analysis,"Aprogramming paradigmthat usesstatementsthat change a program'sstate. In much the same way that theimperative moodinnatural languagesexpresses commands, an imperative program consists ofcommandsfor the computer to perform. Imperative programming focuses on describinghowa program operates."
information visualization,"A method ofsoftware developmentwhere the product isdesigned, implemented andtestedincrementally (a little more is added each time) until the product is finished. It involves both development and maintenance. The product is defined as finished when it satisfies all of its requirements. This model combines the elements of thewaterfall modelwith the iterative philosophy ofprototyping."
inheritance,"A deterministic method, enhanced bymachine intelligence, for locating and assessingresourcesfor team-centric efforts."
input/output(I/O),
insertion sort,"Inobject-oriented programming, the mechanism of basing anobjectorclassupon another object (prototype-based inheritance) or class (class-based inheritance), retaining similar implementation. Also defined as deriving new classes (sub classes) from existing ones (super class orbase class) and forming them into a hierarchy of classes."
instruction cycle,"The communication between an information processing system, such as acomputer, and the outside world, possibly a human or another information processing system.Inputsare the signals or data received by the system and outputs are the signals ordatasent from it. The term can also be used as part of an action; to ""perform I/O"" is to perform aninput or output operation."
integer,A simplesorting algorithmthat builds the finalsorted array(or list) one item at a time.
integrated development environment(IDE),"The cycle which thecentral processing unit(CPU) follows fromboot-upuntil the computer has shut down in order to process instructions. It is composed of three main stages: the fetch stage, the decode stage, and the execute stage."
integration testing,"A datum of integral data type, adata typethat represents somerangeof mathematicalintegers. Integral data types may be of different sizes and may or may not be allowed to contain negative values. Integers are commonly represented in a computer as a group of binary digits (bits). The size of the grouping varies so the set of integer sizes available varies between different types of computers. Computer hardware, includingvirtual machines, nearly always provide a way to represent a processorregisteror memory address as an integer."
intellectual property(IP),"Asoftware applicationthat provides comprehensive facilities to computer programmers forsoftware development. An IDE normally consists of at least asource code editor,build automationtools, and adebugger."
intelligent agent,"(sometimes called integration and testing, abbreviated I&T) is the phase insoftware testingin which individual software modules are combined and tested as a group. Integration testing is conducted to evaluate thecomplianceof a system or component with specifiedfunctional requirements.[117]It occurs afterunit testingand beforevalidation testing. Integration testing takes as its inputmodulesthat have been unit tested, groups them in larger aggregates, applies tests defined in an integrationtest planto those aggregates, and delivers as its output the integrated system ready forsystem testing.[118]"
interface,"A category of legal property that includes intangible creations of the human intellect.[119][120]There are many types of intellectual property, and some countries recognize more than others.[121][122][123][124][125]The most well-known types arecopyrights,patents,trademarks, andtrade secrets."
internal documentation,"Inartificial intelligence, anintelligent agent(IA) refers to anautonomousentity which acts, directing its activity towards achieving goals (i.e. it is anagent), upon anenvironmentusing observation through sensors and consequent actuators (i.e. it is intelligent).[126]Intelligent agents may alsolearnor useknowledgeto achieve their goals. They may be very simple orvery complex. A reflex machine, such as athermostat, is considered an example of an intelligent agent.[127]"
internet,"A shared boundary across which two or more separate components of acomputer systemexchange information. The exchange can be betweensoftware,computer hardware,peripheraldevices,humans, and combinations of these.[128]Some computer hardware devices, such as atouchscreen, can both send and receive data through the interface, while others such as a mouse or microphone may only provide an interface to send data to a given system.[129]"
internet bot,"Computersoftwareis said to have Internal Documentation if the notes on how and why various parts of code operate is included within thesource codeas comments.  It is often combined with meaningfulvariablenames with the intention of providing potential future programmers a means of understanding the workings of the code. This contrasts with externaldocumentation, where programmers keep their notes and explanations in a separate document."
interpreter,"The global system of interconnectedcomputer networksthat use theInternet protocol suite(TCP/IP) to link devices worldwide. It is anetwork of networksthat consists of private, public, academic, business, and government networks of local to global scope, linked by a broad array of electronic, wireless, and optical networking technologies."
invariant,"Asoftware applicationthat runs automated tasks (scripts) over theInternet.[130]Typically, bots perform tasks that are both simple and structurally repetitive, at a much higher rate than would be possible for a human alone. The largest use of bots is inweb spidering(web crawler), in which an automated script fetches, analyzes and files information from web servers at many times the speed of ahuman."
iteration,"Acomputer programthat directlyexecutesinstructions written in aprogrammingorscripting language, without requiring them to have been previouslycompiledinto amachine languageprogram."
Java,"One can encounter invariants that can be relied upon to be true during the execution of a program, or during some portion of it. It is alogical assertionthat is always held to be true during a certain phase of execution. For example, aloop invariantis a condition that is true at the beginning and the end of every execution of a loop."
kernel,"Is the repetition of a process in order to generate an outcome. The sequence will approach some end point or end value. Each repetition of the process is a single iteration, and the outcome of each iteration is then the starting point of the next iteration.  Inmathematicsandcomputer science, iteration (along with the related technique ofrecursion) is a standard element ofalgorithms."
library (computing),"Ageneral-purposeprogramming languagethat isclass-based,object-oriented[131](although not apureOO language[132]), and designed to have as few implementationdependenciesas possible. It is intended to letapplication developers""write once, run anywhere"" (WORA),[133]meaning thatcompiledJava code can run on all platforms that support Java without the need for recompilation.[134]"
linear search,"The first section of anoperating systemto load intomemory. As the center of the operating system, the kernel needs to be small, efficient, and loaded into a protected area in the memory so that it cannot be overwritten. It may be responsible for such essential tasks as disk drive management, file management, memory management, process management, etc."
linked list,"A collection ofnon-volatileresources used bycomputer programs, often forsoftware development. These may include configuration data, documentation, help data, message templates,pre-written codeandsubroutines,classes,values, ortypespecifications."
linker,A method for finding an element within alist. It sequentially checks each element of the list until a match is found or the whole list has been searched.[135]
list,"A linear collection of data elements, whose order is not given by their physical placement in memory. Instead, each elementpointsto the next. It is adata structureconsisting of a collection ofnodeswhich together represent asequence."
loader,"or link editor, is a computerutilityprogram that takes one or moreobject filesgenerated by acompileror anassemblerand combines them into a singleexecutablefile,libraryfile, or another 'object' file.  A simpler version that writes its output directly to memory is called theloader, thoughloadingis typically considered a separate process.[136]"
logic error,"Anabstract data typethat represents a countable number of orderedvalues, where the same value may occur more than once. An instance of a list is a computer representation of the mathematical concept of a finitesequence; the (potentially) infinite analog of a list is astream.[137]: §3.5Lists are a basic example ofcontainers, as they contain other values. If the same value occurs multiple times, each occurrence is considered a distinct item."
logic programming,"The part of anoperating systemthat is responsible for loadingprogramsandlibraries. It is one of the essential stages in the process of starting a program, as it places programs into memory and prepares them for execution. Loading a program involves reading the contents of theexecutable filecontaining the program instructions into memory, and then carrying out other required preparatory tasks to prepare the executable for running. Once loading is complete, the operating system starts the program by passing control to the loaded program code."
machine learning(ML),"Incomputer programming, abugin a program that causes it to operate incorrectly, but not to terminate abnormally (orcrash). A logic error produces unintended or undesired output or other behaviour, although it may not immediately be recognized as such."
machine vision(MV),"A type ofprogramming paradigmwhich is largely based onformal logic. Any program written in a logicprogramming languageis a set of sentences in logical form, expressing facts and rules about some problem domain.  Major logic programming language families includeProlog,answer set programming(ASP), andDatalog."
mathematical logic,"The scientific study ofalgorithmsandstatistical modelsthatcomputer systemsuse to perform a specific task without using explicit instructions, relying on patterns andinferenceinstead. It is seen as a subset ofartificial intelligence. Machine learning algorithms build amathematical modelbased on sample data, known as ""training data"", in order to make predictions or decisions without being explicitly programmed to perform the task.[138][139]"
matrix,"The technology and methods used to provide imaging-based automatic inspection and analysis for such applications as automatic inspection,process control, and robot guidance, usually in industry. Machine vision refers to many technologies, software and hardware products, integrated systems, actions, methods and expertise. Machine vision as asystems engineeringdiscipline can be considered distinct fromcomputer vision, a form ofcomputer science. It attempts to integrate existing technologies in new ways and apply them to solve real world problems. The term is the prevalent one for these functions in industrial automation environments but is also used for these functions in other environments such as security and vehicle guidance."
memory,"A subfield ofmathematicsexploring the applications of formallogicto mathematics.  It bears close connections tometamathematics, thefoundations of mathematics, andtheoretical computer science.[140]The unifying themes in mathematical logic include the study of the expressive power offormal systemsand thedeductivepower of formalproofsystems."
merge sort,"Inmathematics, a matrix, (plural matrices), is arectangulararray[141](seeirregular matrix) ofnumbers,symbols, orexpressions, arranged inrowsandcolumns.[142][143]"
method,"Computer data storage, often called storage, is a technology consisting ofcomputercomponents andrecording mediathat are used to retain digitaldata. It is a core function and fundamental component of computers.[62]: 15–16"
methodology,"An efficient, general-purpose,comparison-basedsorting algorithm. Most implementations produce astable sort, which means that the order of equal elements is the same in the input and output. Merge sort is adivide and conquer algorithmthat was invented byJohn von Neumannin 1945.[144]A detailed description and analysis of bottom-up mergesort appeared in a report byGoldstineandvon Neumannas early as 1948.[145]"
modem,"Inobject-oriented programming(OOP), aprocedureassociated with amessageand anobject. An object consists of data and behavior. The data and behavior comprise an interface, which specifies how the object may be utilized by any of various consumers[146]of the object."
natural language processing(NLP),"Insoftware engineering, a software development process is the process of dividingsoftware developmentwork into distinct phases to improvedesign,product management, andproject management. It is also known as a software development life cycle (SDLC). The methodology may include the pre-definition of specificdeliverablesand artifacts that are created and completed by a project team to develop or maintain an application.[147]"
node,Ahardwaredevice that converts data into a format suitable for atransmission mediumso that it can be transmitted from one computer to another (historically along telephone wires). A modemmodulatesone or morecarrier wavesignals to encodedigital informationfor transmission anddemodulatessignals to decode the transmitted information. The goal is to produce asignalthat can be transmitted easily and decoded reliably to reproduce the original digital data. Modems can be used with almost any means of transmitting analog signals fromlight-emitting diodestoradio. A common type of modem is one that turns thedigital dataof acomputerinto modulatedelectrical signalfor transmission overtelephone linesand demodulated by another modem at the receiver side to recover the digital data.
number theory,"A subfield oflinguistics,computer science,information engineering, andartificial intelligenceconcerned with the interactions between computers and human (natural) languages, in particular how to program computers to process and analyze large amounts ofnatural languagedata.  Challenges in natural language processing frequently involvespeech recognition,natural language understanding, andnatural language generation."
numerical analysis,"Is a basic unit of adata structure, such as alinked listortreedata structure. Nodes containdataand also may link to other nodes. Links between nodes are often implemented bypointers."
numerical method,A branch ofpure mathematicsdevoted primarily to the study of theintegersandinteger-valued functions.
object,The study ofalgorithmsthat use numericalapproximation(as opposed tosymbolic manipulations) for the problems ofmathematical analysis(as distinguished fromdiscrete mathematics).
object code,"Innumerical analysis, a numerical method is a mathematical tool designed to solve numerical problems. The implementation of a numerical method with an appropriate convergence check in a programming language is called a numerical algorithm."
object-oriented analysis and design(OOAD),"An object can be avariable, adata structure, afunction, or amethod, and as such, is avalueinmemoryreferenced by anidentifier.  In theclass-basedobject-oriented programmingparadigm,objectrefers to a particularinstanceof aclass, where the object can be a combination of variables, functions, and data structures.  Inrelationaldatabasemanagement, an object can be a table or column, or an association between data and a database entity (such as relating a person's age to a specific person).[148]"
object-oriented programming(OOP),"The product of acompiler.[149]In a general sense object code is a sequence ofstatementsor instructions in a computer language,[150]usually amachine codelanguage (i.e.,binary) or an intermediate language such asregister transfer language(RTL). The term indicates that the code is thegoalor result of the compiling process, with some early sources referring to source code as a ""subject program."""
open-source software(OSS),"A technical approach for analyzing and designing an application, system, or business by applyingobject-oriented programming, as well as using visual modeling throughout the software development process to guide stakeholder communication and product quality."
operating system(OS),"Aprogramming paradigmbased on the concept of ""objects"", which can containdata, in the form offields(often known asattributesorproperties), and code, in the form ofprocedures(often known asmethods). A feature of objects is an object's procedures that can access and often modify the data fields of the object with which they are associated (objects have a notion of ""this"" or ""self""). In OOP, computer programs are designed by making them out of objects that interact with one another.[151][152]OOP languages are diverse, but the most popular ones areclass-based, meaning that objects areinstancesofclasses, which also determine theirtypes."
optical fiber,"A type ofcomputer softwarein whichsource codeis released under alicensein which thecopyrightholder grants users the rights to study, change, anddistribute the softwareto anyone and for any purpose.[153]Open-source software may be developed in acollaborative public manner. Open-source software is a prominent example ofopen collaboration.[154]"
pair programming,"System softwarethat managescomputer hardware,softwareresources, and provides commonservicesforcomputer programs."
parallel computing,"A flexible,transparentfibermade bydrawingglass(silica) or plastic to a diameter slightly thicker than that of ahuman hair.[155]Optical fibers are used most often as a means to transmit light between the two ends of the fiber and find wide usage infiber-optic communications, where they permit transmission over longer distances and at higherbandwidths(data rates) than electrical cables. Fibers are used instead ofmetalwires because signals travel along them with lessloss; in addition, fibers are immune toelectromagnetic interference, a problem from which metal wires suffer.[156]"
parameter,"Anagile software developmenttechnique in which twoprogrammerswork together at one workstation. One, thedriver, writescodewhile the other, theobserverornavigator,[157]reviewseach line of code as it is typed in. The two programmers switch roles frequently."
peripheral,"A type ofcomputationin which many calculations or the execution ofprocessesare carried out simultaneously.[158]Large problems can often be divided into smaller ones, which can then be solved at the same time. There are several different forms of parallel computing:bit-level,instruction-level,data, andtask parallelism."
pointer,"Incomputer programming, a special kind ofvariable, used in asubroutineto refer to one of the pieces of data provided as input to the subroutine.[b]These pieces of data are the values[159][160][161]of the arguments (often calledactual argumentsoractual parameters) with which the subroutine is going to be called/invoked. An ordered list of parameters is usually included in thedefinition of a subroutine, so that, each time the subroutine is called, its arguments for that call are evaluated, and the resulting values can be assigned to the corresponding parameters."
postcondition,Any auxiliary or ancillary device connected to or integrated within a computer system and used to send information to or retrieve information from the computer. Aninput devicesends data or instructions to the computer; anoutput deviceprovides output from the computer to the user; and aninput/output deviceperforms both functions.
precondition,"Is anobjectin manyprogramming languagesthat stores amemory address. This can be that of another value located incomputer memory, or in some cases, that ofmemory-mappedcomputer hardware. A pointerreferencesa location in memory, and obtaining the value stored at that location is known asdereferencingthe pointer. As an analogy, a page number in a book's index could be considered a pointer to the corresponding page; dereferencing such a pointer would be done by flipping to the page with the given page number and reading the text found on that page. The actual format and content of a pointer variable is dependent on the underlyingcomputer architecture."
primary storage,"Incomputer programming, a condition orpredicatethat must always be true just after the execution of some section of code or after an operation in aformal specification. Postconditions are sometimes tested usingassertionswithin the code itself. Often, postconditions are simply included in the documentation of the affected section of code."
primitive data type,"Incomputer programming, a condition orpredicatethat must always be true just prior to the execution of some section ofcodeor before an operation in aformal specification.  If a precondition is violated, the effect of the section ofcodebecomes undefined and thus may or may not carry out its intended work.Securityproblems can arise due to incorrect preconditions."
priority queue,"(Also known asmain memory,internal memoryorprime memory), often referred to simply asmemory, is the only one directly accessible to the CPU. The CPU continuously reads instructions stored there and executes them as required. Any data actively operated on is also stored there in uniform manner."
procedural programming,
Procedural generation,"Anabstract data typewhich is like a regularqueueorstackdata structure, but where additionally each element has a ""priority"" associated with it. In a priority queue, an element with high priority is served before an element with low priority. In some implementations, if two elements have the same priority, they are served according to the order in which they were enqueued, while in other implementations, ordering of elements with the same priority is undefined."
procedure,
